Tanggal;Jenis Pintu Masuk;Provinsi Pintu Masuk;Nama Pintu Masuk;Benua;Kebangsaan;Jumlah Wisatawan Mancanegara
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Inggris;56
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Rusia;15
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Eropa Lainnya;108
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Amerika Serikat;98
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Kanada;18
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Brasil;1
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Amerika Lainnya;7
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Australia;25
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Selandia Baru;2
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Oseania Lainnya;1
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Afrika;Afrika Selatan;2
31/01/2020;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Afrika;Afrika Lainnya;1
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Malaysia;3615
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Filipina;7
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Singapura;25
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Thailand;29
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Vietnam;1
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;India;15
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Jepang;20
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Korea Selatan;6
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Taiwan;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Tiongkok;164
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Timor Leste;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Arab Saudi;1
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Kuwait;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Mesir;6
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Yaman;5
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Asia Lainnya;362
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Prancis;46
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Jerman;18
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Belanda;20
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Inggris;18
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Rusia;18
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Eropa Lainnya;54
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Amerika Serikat;20
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Kanada;12
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Brasil;3
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Amerika Lainnya;3
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Australia;134
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Selandia Baru;3
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Afrika;Afrika Selatan;10
31/01/2020;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Afrika;Afrika Lainnya;1
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Malaysia;1755
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Filipina;11
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Singapura;321
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Thailand;29
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Vietnam;4
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;India;92
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Jepang;7
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Korea Selatan;34
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Taiwan;20
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Tiongkok;81
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Timor Leste;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Arab Saudi;9
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Kuwait;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Mesir;5
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Yaman;1
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Asia Lainnya;641
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Prancis;4
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Jerman;7
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Belanda;8
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Inggris;12
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Rusia;2
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Eropa Lainnya;53
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Amerika Serikat;14
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Kanada;7
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Brasil;7
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Amerika Lainnya;1
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Australia;65
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Selandia Baru;9
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Afrika;Afrika Selatan;8
31/01/2020;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Afrika;Afrika Lainnya;5
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Malaysia;2887
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Filipina;4
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Singapura;36
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Thailand;18
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Vietnam;1
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;India;10
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Jepang;33
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Korea Selatan;15
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Taiwan;10
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Tiongkok;167
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Timor Leste;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Arab Saudi;3
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Kuwait;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Mesir;3
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Yaman;2
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Asia Lainnya;337
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Prancis;44
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Jerman;46
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Belanda;6
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Inggris;44
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Rusia;19
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Eropa Lainnya;152
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Amerika Serikat;38
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Kanada;16
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Brasil;1
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Amerika Lainnya;1
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Australia;74
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Selandia Baru;1
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Afrika;Afrika Selatan;3
31/01/2020;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Afrika;Afrika Lainnya;5
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Malaysia;849
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Filipina;20
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Singapura;279
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Thailand;11
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Vietnam;3
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;India;77
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Jepang;22
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Korea Selatan;36
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Taiwan;13
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Tiongkok;113
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Timor Leste;1
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Arab Saudi;3
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Kuwait;0
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Mesir;3
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Yaman;9
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Asia Lainnya;553
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Prancis;13
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Jerman;10
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Belanda;21
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Inggris;25
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Rusia;5
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Eropa Lainnya;38
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Amerika Serikat;63
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Kanada;8
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Brasil;2
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Amerika Lainnya;3
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Australia;51
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Selandia Baru;3
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Afrika;Afrika Selatan;1
31/01/2020;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Afrika;Afrika Lainnya;4
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Malaysia;1154
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Filipina;17
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Singapura;18
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Thailand;1
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Vietnam;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;India;16
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Jepang;5
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Korea Selatan;8
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Taiwan;79
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Tiongkok;134
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Timor Leste;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Arab Saudi;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Kuwait;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Mesir;1
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Yaman;1
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Asia Lainnya;357
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Prancis;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Jerman;8
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Belanda;4
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Inggris;3
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Rusia;3
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Eropa Lainnya;15
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Amerika Serikat;11
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Kanada;7
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Brasil;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Amerika Lainnya;2
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Australia;30
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Selandia Baru;5
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Afrika;Afrika Selatan;0
31/01/2020;Pintu Udara;Kalimantan Barat;Bandara Supadio;Afrika;Afrika Lainnya;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Malaysia;765
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Filipina;6
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Singapura;57
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Thailand;5
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Vietnam;4
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;India;3
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Jepang;8
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Korea Selatan;2
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Taiwan;4
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Tiongkok;34
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Timor Leste;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Arab Saudi;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Kuwait;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Mesir;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Yaman;1
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Asia Lainnya;198
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Prancis;47
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Jerman;33
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Belanda;15
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Inggris;12
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Rusia;3
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Eropa Lainnya;73
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Amerika Serikat;43
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Kanada;2
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Brasil;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Amerika Lainnya;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Australia;22
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Selandia Baru;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Afrika;Afrika Selatan;0
31/01/2020;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Afrika;Afrika Lainnya;1
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Malaysia;623
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Filipina;4
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Singapura;209
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Thailand;14
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Vietnam;6
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Hong Kong;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;India;12
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Jepang;5
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Korea Selatan;30
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Taiwan;30
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Tiongkok;70
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Timor Leste;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Arab Saudi;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Kuwait;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Mesir;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Uni Emirat Arab;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Yaman;1
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Asia Lainnya;180
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Prancis;2
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Jerman;5
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Belanda;3
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Inggris;3
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Rusia;8
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Eropa Lainnya;13
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Amerika;Amerika Serikat;10
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Amerika;Kanada;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Amerika;Brasil;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Amerika;Meksiko;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Amerika;Amerika Lainnya;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Oseania;Australia;34
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Oseania;Selandia Baru;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Oseania;Papua Nugini;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Oseania;Oseania Lainnya;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Afrika;Afrika Selatan;0
31/01/2020;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Afrika;Afrika Lainnya;1
